Names/Year,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
JE Root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[626, 626]","[872, 1498]","[723, 2221]","[796, 3017]","[983, 4000]","[946, 4946]","[354, 5300]"
G Gambhir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[113, 113]",0,"[181, 294]","[115, 409]","[634, 1043]","[1119, 2162]","[848, 3010]","[670, 3680]","[720, 4400]","[685, 5085]","[153, 5238]",0,0,0,0,0,0
ADR Campbell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[13, 13]","[223, 236]","[184, 420]","[142, 562]","[278, 840]","[649, 1489]","[805, 2294]","[703, 2997]","[960, 3957]","[837, 4794]","[384, 5178]","[7, 5185]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RS Mahanama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[156, 156]","[257, 413]","[402, 815]","[172, 987]","[187, 1174]","[23, 1197]","[564, 1761]","[605, 2366]","[603, 2969]","[434, 3403]","[491, 3894]","[714, 4608]","[329, 4937]","[225, 5162]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CG Greenidge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[129, 129]","[98, 227]","[8, 235]",0,"[429, 664]","[469, 1133]","[148, 1281]","[292, 1573]","[749, 2322]","[223, 2545]","[367, 2912]","[330, 3242]","[446, 3688]","[782, 4470]","[399, 4869]","[156, 5025]","[109, 5134]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Misbah-ul-Haq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[215, 215]","[67, 282]","[23, 305]",0,0,"[272, 577]","[646, 1223]","[300, 1523]","[31, 1554]","[964, 2518]","[493, 3011]","[1373, 4384]","[285, 4669]","[453, 5122]",0,0,0,0
F du Plessis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[288, 288]","[275, 563]","[539, 1102]","[790, 1892]","[884, 2776]","[578, 3354]","[905, 4259]","[434, 4693]","[427, 5120]"
PD Collingwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[189, 189]","[396, 585]","[411, 996]","[363, 1359]","[432, 1791]","[520, 2311]","[1064, 3375]","[398, 3773]","[705, 4478]","[500, 4978]","[114, 5092]",0,0,0,0,0,0,0,0
A Symonds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0]","[158, 158]","[319, 477]","[216, 693]","[57, 750]","[734, 1484]","[803, 2287]","[815, 3102]","[761, 3863]","[808, 4671]","[335, 5006]","[82, 5088]",0,0,0,0,0,0,0,0,0,0
Abdul Razzaq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0]","[8, 8]","[93, 101]","[367, 468]","[661, 1129]","[384, 1513]","[675, 2188]","[600, 2788]","[640, 3428]","[520, 3948]","[455, 4403]","[62, 4465]",0,"[125, 4590]","[331, 4921]","[159, 5080]",0,0,0,0,0,0,0,0
JP Duminy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[29, 29]",0,"[115, 144]","[198, 342]","[476, 818]","[475, 1293]","[433, 1726]","[563, 2289]","[312, 2601]","[659, 3260]","[311, 3571]","[366, 3937]","[444, 4381]","[287, 4668]","[348, 5016]","[31, 5047]"
CL Cairns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[11, 11]","[72, 83]","[66, 149]","[211, 360]","[437, 797]","[507, 1304]","[414, 1718]","[391, 2109]","[579, 2688]","[523, 3211]","[5, 3216]","[398, 3614]","[585, 4199]","[429, 4628]","[282, 4910]","[40, 4950]",0,0,0,0,0,0,0,0,0,0,0,0,0
Aamer Sohail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[32, 32]","[106, 138]","[598, 736]","[409, 1145]","[1053, 2198]","[484, 2682]","[1090, 3772]","[313, 4085]","[566, 4651]","[53, 4704]","[76, 4780]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD McMillan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[272, 272]","[467, 739]","[325, 1064]","[361, 1425]","[666, 2091]","[851, 2942]","[273, 3215]","[484, 3699]","[449, 4148]","[2, 4150]","[557, 4707]",0,0,0,0,0,0,0,0,0,0,0,0
MD Crowe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[10, 10]","[318, 328]","[416, 744]","[238, 982]","[622, 1604]","[324, 1928]","[331, 2259]","[196, 2455]","[810, 3265]","[163, 3428]","[789, 4217]","[195, 4412]","[98, 4510]","[194, 4704]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MV Boucher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[68, 68]","[248, 316]","[591, 907]","[170, 1077]","[614, 1691]","[372, 2063]","[262, 2325]","[470, 2795]","[713, 3508]","[631, 4139]","[190, 4329]","[310, 4639]","[25, 4664]","[22, 4686]",0,0,0,0,0,0,0,0
AJ Stewart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[120, 120]","[256, 376]","[121, 497]","[510, 1007]","[271, 1278]","[289, 1567]","[98, 1665]","[403, 2068]","[621, 2689]","[324, 3013]","[365, 3378]","[553, 3931]","[169, 4100]","[290, 4390]","[287, 4677]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q de Kock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[741, 741]","[741, 1482]","[511, 1993]","[857, 2850]","[956, 3806]","[327, 4133]","[469, 4602]"
SB Styris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[74, 74]","[123, 197]","[65, 262]","[358, 620]","[646, 1266]","[622, 1888]","[432, 2320]","[272, 2592]","[848, 3440]","[275, 3715]","[28, 3743]","[474, 4217]","[266, 4483]",0,0,0,0,0,0,0,0
KP Pietersen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[104, 104]","[784, 888]","[612, 1500]","[889, 2389]","[658, 3047]","[132, 3179]","[153, 3332]","[571, 3903]","[281, 4184]","[256, 4440]",0,0,0,0,0,0
NS Sidhu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[276, 276]","[463, 739]","[404, 1143]","[345, 1488]","[283, 1771]","[2, 1773]","[459, 2232]","[885, 3117]","[349, 3466]","[482, 3948]","[150, 4098]","[315, 4413]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ Harris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[51, 51]","[138, 189]","[290, 479]","[22, 501]","[321, 822]",0,"[387, 1209]","[477, 1686]","[423, 2109]","[410, 2519]","[391, 2910]","[439, 3349]","[606, 3955]","[295, 4250]","[129, 4379]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR Marsh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[724, 724]","[883, 1607]","[498, 2105]","[818, 2923]","[546, 3469]","[606, 4075]","[282, 4357]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR Tendulkar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0]","[239, 239]","[417, 656]","[704, 1360]","[319, 1679]","[1089, 2768]","[444, 3212]","[1611, 4823]","[1011, 5834]","[1894, 7728]","[843, 8571]","[1328, 9899]","[904, 10803]","[741, 11544]","[1141, 12685]","[812, 13497]","[412, 13909]","[628, 14537]","[1425, 15962]","[460, 16422]","[972, 17394]","[204, 17598]","[513, 18111]","[315, 18426]",0,0,0,0,0,0,0
KC Sangakkara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[382, 382]","[264, 646]","[829, 1475]","[695, 2170]","[1010, 3180]","[746, 3926]","[1333, 5259]","[758, 6017]","[942, 6959]","[919, 7878]","[726, 8604]","[1127, 9731]","[1184, 10915]","[1201, 12116]","[1256, 13372]","[862, 14234]",0,0,0,0
RT Ponting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[196, 196]","[733, 929]","[75, 1004]","[1166, 2170]","[1038, 3208]","[510, 3718]","[828, 4546]","[882, 5428]","[1154, 6582]","[840, 7422]","[1191, 8613]","[798, 9411]","[1424, 10835]","[278, 11113]","[1198, 12311]","[771, 13082]","[604, 13686]","[18, 13704]",0,0,0,0,0,0,0
ST Jayasuriya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[40, 40]","[59, 99]","[10, 109]","[143, 252]","[347, 599]","[562, 1161]","[494, 1655]","[955, 2610]","[1178, 3788]","[661, 4449]","[674, 5123]","[910, 6033]","[1202, 7235]","[1077, 8312]","[860, 9172]","[724, 9896]","[323, 10219]","[1153, 11372]","[835, 12207]","[578, 12785]","[643, 13428]",0,"[2, 13430]",0,0,0,0,0,0,0,0
DPMD Jayawardene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[98, 98]","[744, 842]","[554, 1396]","[1260, 2656]","[791, 3447]","[313, 3760]","[676, 4436]","[522, 4958]","[1185, 6143]","[1089, 7232]","[617, 7849]","[669, 8518]","[509, 9027]","[1032, 10059]","[785, 10844]","[557, 11401]","[846, 12247]","[403, 12650]",0,0,0,0
Inzamam-ul-Haq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[80, 80]","[818, 898]","[808, 1706]","[901, 2607]","[699, 3306]","[503, 3809]","[891, 4700]","[669, 5369]","[1106, 6475]","[1074, 7549]","[646, 8195]","[743, 8938]","[418, 9356]","[911, 10267]","[874, 11141]","[450, 11591]","[148, 11739]",0,0,0,0,0,0,0,0,0,0,0,0
JH Kallis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[275, 275]","[519, 794]","[812, 1606]","[944, 2550]","[1300, 3850]","[848, 4698]","[1204, 5902]","[595, 6497]","[770, 7267]","[687, 7954]","[373, 8327]","[987, 9314]","[557, 9871]","[538, 10409]","[593, 11002]","[370, 11372]","[126, 11498]","[76, 11574]","[5, 11579]",0,0,0,0,0
SC Ganguly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[3, 3]",0,0,0,"[269, 272]","[1338, 1610]","[1328, 2938]","[1767, 4705]","[1579, 6284]","[813, 7097]","[1114, 8211]","[756, 8967]","[947, 9914]","[209, 10123]",0,"[1240, 11363]",0,0,0,0,0,0,0,0,0,0,0,0
R Dravid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[475, 475]","[951, 1426]","[283, 1709]","[1761, 3470]","[980, 4450]","[740, 5190]","[913, 6103]","[623, 6726]","[1025, 7751]","[1092, 8843]","[919, 9762]","[823, 10585]",0,"[180, 10765]",0,"[124, 10889]",0,0,0,0,0,0,0,0
V Kohli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[159, 159]","[325, 484]","[995, 1479]","[1381, 2860]","[1026, 3886]","[1268, 5154]","[1054, 6208]","[623, 6831]","[739, 7570]","[1460, 9030]","[1202, 10232]","[611, 10843]"
MS Dhoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[19, 19]","[895, 914]","[821, 1735]","[1103, 2838]","[1097, 3935]","[1198, 5133]","[600, 5733]","[764, 6497]","[524, 7021]","[753, 7774]","[418, 8192]","[640, 8832]","[278, 9110]","[788, 9898]","[275, 10173]","[327, 10500]"
